School,Semester,Grade,Subject,Class,Student Name,Score
Moore High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Shirley Gutkowski,93
Moore High School,Fall-2019,12th-Grade,Performing Arts,Choir,Shirley Gutkowski,89
Moore High School,Fall-2019,12th-Grade,English,Debate,Monica Ferry,77
Moore High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Monica Ferry,71
Moore High School,Fall-2019,12th-Grade,Visual Arts,Digital media,Monica Ferry,88
Moore High School,Fall-2019,12th-Grade,Math,Geometry,Monica Ferry,83
Moore High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Monica Ferry,83
Moore High School,Fall-2019,12th-Grade,History & Social Science,AP Psychology,Deanna Flatley,94
Moore High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Deanna Flatley,80
Moore High School,Fall-2019,12th-Grade,Science,Oceanography,Deanna Flatley,93
Moore High School,Fall-2019,12th-Grade,Sciences,AP Biology,Deanna Flatley,83
Moore High School,Fall-2019,12th-Grade,Foreign Language,Korean,Deanna Flatley,71
Moore High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Nona Gutkowski,70
Moore High School,Fall-2019,12th-Grade,World Languages and Cultures,AP French Language and Culture,Nona Gutkowski,76
Moore High School,Fall-2019,12th-Grade,Business,Accounting,Nona Gutkowski,89
Moore High School,Fall-2019,12th-Grade,Math,Math applications,Nona Gutkowski,83
Moore High School,Fall-2019,12th-Grade,Performing Arts,Marching band,Nona Gutkowski,80
Moore High School,Fall-2019,12th-Grade,Math,Integrated math,Giuseppe Schoen,80
Moore High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Music production,Giuseppe Schoen,92
Moore High School,Fall-2019,12th-Grade,English,English literature and composition,Giuseppe Schoen,93
Moore High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Word processing,Giuseppe Schoen,77
Moore High School,Fall-2019,12th-Grade,History & Social Science,AP Psychology,Giuseppe Schoen,73
Moore High School,Fall-2019,12th-Grade,Math,Computer math,Sydney Little,92
Moore High School,Fall-2019,12th-Grade,Visual Arts,Photography,Sydney Little,100
Moore High School,Fall-2019,12th-Grade,English,Poetry,Sydney Little,80
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Sydney Little,81
Moore High School,Fall-2019,12th-Grade,Business,Introduction to business,Sydney Little,86
Moore High School,Fall-2019,12th-Grade,Visual Arts,Sculpture,Mary Leffler,73
Moore High School,Fall-2019,12th-Grade,Foreign Language,Spanish,Mary Leffler,99
Moore High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Music production,Mary Leffler,70
Moore High School,Fall-2019,12th-Grade,Math,Consumer math,Mary Leffler,100
Moore High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Mary Leffler,81
Moore High School,Fall-2019,12th-Grade,Computer Science/Information Technology,App development,Braeden Auer,95
Moore High School,Fall-2019,12th-Grade,Visual Arts,Photography,Braeden Auer,72
Moore High School,Fall-2019,12th-Grade,History & Social Science,Math & Computer Science,Braeden Auer,75
Moore High School,Fall-2019,12th-Grade,Social Studies,US government,Braeden Auer,75
Moore High School,Fall-2019,12th-Grade,English,Journalism,Braeden Auer,76
Moore High School,Fall-2019,12th-Grade,Science,Environmental studies,Keegan Weimann,85
Moore High School,Fall-2019,12th-Grade,History & Social Science,AP Human Geography,Keegan Weimann,91
Moore High School,Fall-2019,12th-Grade,Sciences,AP Biology,Keegan Weimann,81
Moore High School,Fall-2019,12th-Grade,English,Communication skills,Keegan Weimann,70
Moore High School,Fall-2019,12th-Grade,Visual Arts,Art history,Keegan Weimann,74
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Jayson Larson,88
Moore High School,Fall-2019,12th-Grade,English,Debate,Jayson Larson,76
Moore High School,Fall-2019,12th-Grade,English,English language and composition,Jayson Larson,92
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Jayson Larson,100
Moore High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Jayson Larson,75
Moore High School,Fall-2019,12th-Grade,Social Studies,Microeconomics,Nico Jaskolski,79
Moore High School,Fall-2019,12th-Grade,Social Studies,Political studies,Nico Jaskolski,89
Moore High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Nico Jaskolski,79
Moore High School,Fall-2019,12th-Grade,Foreign Language,Korean,Nico Jaskolski,0
Moore High School,Fall-2019,12th-Grade,Science,Physics,Nico Jaskolski,76
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood development,Arne Mosciski,89
Moore High School,Fall-2019,12th-Grade,Math,Multivariable calculus,Arne Mosciski,80
Moore High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Arne Mosciski,97
Moore High School,Fall-2019,12th-Grade,Business,Marketing,Arne Mosciski,89
Moore High School,Fall-2019,12th-Grade,Arts,AP Music theory,Arne Mosciski,89
Moore High School,Fall-2019,12th-Grade,Science,Environmental studies,Roslyn Thiel,74
Moore High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Roslyn Thiel,100
Moore High School,Fall-2019,12th-Grade,Visual Arts,Drawing,Roslyn Thiel,81
Moore High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Video game development,Roslyn Thiel,98
Moore High School,Fall-2019,12th-Grade,Social Studies,Current events,Roslyn Thiel,86
Bernhard High School,Fall-2019,9th-Grade,Physical Education,Health,Jeanie Labadie,82
Bernhard High School,Fall-2019,9th-Grade,Math,Geometry,Jeanie Labadie,100
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Art history,Jeanie Labadie,93
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Music production,Jeanie Labadie,72
Bernhard High School,Fall-2019,9th-Grade,Science,Astronomy,Jeanie Labadie,71
Bernhard High School,Fall-2019,9th-Grade,Physical Education,Swimming,Garnett Pfeffer,85
Bernhard High School,Fall-2019,9th-Grade,English,Creative writing,Garnett Pfeffer,98
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Garnett Pfeffer,90
Bernhard High School,Fall-2019,9th-Grade,Foreign Language,Latin,Garnett Pfeffer,96
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Garnett Pfeffer,93
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Ceramics,Alexanne Harris,88
Bernhard High School,Fall-2019,9th-Grade,History & Social Science,AP Computer Science Principles,Alexanne Harris,73
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Web design,Alexanne Harris,97
Bernhard High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Alexanne Harris,72
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Driver education,Alexanne Harris,78
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Word processing,Lincoln Sawayn,98
Bernhard High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion and retail merchandising,Lincoln Sawayn,94
Bernhard High School,Fall-2019,9th-Grade,Math,Computer math,Lincoln Sawayn,71
Bernhard High School,Fall-2019,9th-Grade,History & Social Science,AP Computer Science Principles,Lincoln Sawayn,71
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Audio production,Lincoln Sawayn,98
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Kennith Barrows,94
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Digital media,Kennith Barrows,92
Bernhard High School,Fall-2019,9th-Grade,Family and Consumer Science,Culinary arts,Kennith Barrows,80
Bernhard High School,Fall-2019,9th-Grade,Math,Calculus,Kennith Barrows,91
Bernhard High School,Fall-2019,9th-Grade,Math,Probability,Kennith Barrows,93
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Studio art (2-D design),Sylvia Hahn,99
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Art history,Sylvia Hahn,84
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Biology,Sylvia Hahn,75
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Percussion,Sylvia Hahn,78
Bernhard High School,Fall-2019,9th-Grade,English,Debate,Sylvia Hahn,79
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Heating and cooling systems,Wilfred Casper,96
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Metalworking,Wilfred Casper,72
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Guitar,Wilfred Casper,75
Bernhard High School,Fall-2019,9th-Grade,English,Modern literature,Wilfred Casper,86
Bernhard High School,Fall-2019,9th-Grade,Science,Chemistry,Wilfred Casper,95
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Orchestra,Citlalli Shanahan,71
Bernhard High School,Fall-2019,9th-Grade,Social Studies,US government,Citlalli Shanahan,92
Bernhard High School,Fall-2019,9th-Grade,Social Studies,World religions,Citlalli Shanahan,74
Bernhard High School,Fall-2019,9th-Grade,Math,Calculus,Citlalli Shanahan,84
Bernhard High School,Fall-2019,9th-Grade,Business,Entrepreneurial skills,Citlalli Shanahan,82
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Sculpture,Bryana Powlowski,84
Bernhard High School,Fall-2019,9th-Grade,Business,Business law,Bryana Powlowski,93
Bernhard High School,Fall-2019,9th-Grade,Foreign Language,Portuguese,Bryana Powlowski,81
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Marching band,Bryana Powlowski,87
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Word processing,Bryana Powlowski,78
Bernhard High School,Fall-2019,9th-Grade,Science,Biology,Claudia Mohr,70
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Claudia Mohr,99
Bernhard High School,Fall-2019,9th-Grade,History & Social Science,AP Computer Science Principles,Claudia Mohr,85
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Building construction,Claudia Mohr,83
Bernhard High School,Fall-2019,9th-Grade,Social Studies,US government,Claudia Mohr,88
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Auto mechanics,Joanny Jakubowski,82
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Film production,Joanny Jakubowski,73
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Piano,Joanny Jakubowski,99
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Jewelry design,Joanny Jakubowski,78
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Music theory,Joanny Jakubowski,90
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Biology,Brian Klocko,98
Bernhard High School,Fall-2019,9th-Grade,English,Technical writing,Brian Klocko,77
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Film production,Brian Klocko,76
Bernhard High School,Fall-2019,9th-Grade,Math,Multivariable calculus,Brian Klocko,98
Bernhard High School,Fall-2019,9th-Grade,Math,Pre-calculus,Brian Klocko,81
Bernhard High School,Fall-2019,9th-Grade,Physical Education,Swimming,Prudence Orn,85
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Web design,Prudence Orn,100
Bernhard High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Latin,Prudence Orn,85
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Metalworking,Prudence Orn,91
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Film production,Prudence Orn,100
Bernhard High School,Fall-2019,9th-Grade,Social Studies,Physical anthropology,Wilfrid McLaughlin,98
Bernhard High School,Fall-2019,9th-Grade,Social Studies,Modern world studies,Wilfrid McLaughlin,95
Bernhard High School,Fall-2019,9th-Grade,Math,Computer math,Wilfrid McLaughlin,93
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Marching band,Wilfrid McLaughlin,75
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Wilfrid McLaughlin,94
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Cooper Romaguera,82
Bernhard High School,Fall-2019,9th-Grade,Foreign Language,Ancient Greek,Cooper Romaguera,0
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Production technology,Cooper Romaguera,96
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Cooper Romaguera,0
Bernhard High School,Fall-2019,9th-Grade,Business,Marketing,Cooper Romaguera,82
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Music theory,Daron Kutch,71
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Metalworking,Daron Kutch,100
Bernhard High School,Fall-2019,9th-Grade,Family and Consumer Science,Family studies,Daron Kutch,74
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer programming,Daron Kutch,94
Bernhard High School,Fall-2019,9th-Grade,Business,Business management,Daron Kutch,99
Bernhard High School,Fall-2019,9th-Grade,Physical Education,Swimming,Aryanna Pfeffer,89
Bernhard High School,Fall-2019,9th-Grade,Vocational Education,Heating and cooling systems,Aryanna Pfeffer,100
Bernhard High School,Fall-2019,9th-Grade,History & Social Science,AP United States History,Aryanna Pfeffer,76
Bernhard High School,Fall-2019,9th-Grade,Social Studies,Psychology,Aryanna Pfeffer,85
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Aryanna Pfeffer,99
Bernhard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Film production,Urban Marks,71
Bernhard High School,Fall-2019,9th-Grade,Foreign Language,Arabic,Urban Marks,87
Bernhard High School,Fall-2019,9th-Grade,Visual Arts,Sculpture,Urban Marks,85
Bernhard High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus BC,Urban Marks,72
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Biology,Urban Marks,79
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Biology,Octavia Upton,94
Bernhard High School,Fall-2019,9th-Grade,Performing Arts,Orchestra,Octavia Upton,96
Bernhard High School,Fall-2019,9th-Grade,Math,Geometry,Octavia Upton,85
Bernhard High School,Fall-2019,9th-Grade,English,Written and oral communication,Octavia Upton,85
Bernhard High School,Fall-2019,9th-Grade,Social Studies,Physical anthropology,Octavia Upton,95
Bernhard High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Felipa Bins,85
Bernhard High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion construction,Felipa Bins,80
Bernhard High School,Fall-2019,9th-Grade,Family and Consumer Science,Interior design,Felipa Bins,96
Bernhard High School,Fall-2019,9th-Grade,English,Communication skills,Felipa Bins,100
Bernhard High School,Fall-2019,9th-Grade,Business,Business management,Felipa Bins,92
Bernhard High School,Fall-2019,9th-Grade,Foreign Language,Latin,Kristian Schiller,80
Bernhard High School,Fall-2019,9th-Grade,Physical Education,Aerobics,Kristian Schiller,94
Bernhard High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Kristian Schiller,76
Bernhard High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Latin,Kristian Schiller,81
Bernhard High School,Fall-2019,9th-Grade,Physical Education,Weight training,Kristian Schiller,71
Bernhard High School,Fall-2019,9th-Grade,Business,Entrepreneurial skills,Charlene Quigley,92
Bernhard High School,Fall-2019,9th-Grade,Science,Biology,Charlene Quigley,78
Bernhard High School,Fall-2019,9th-Grade,Science,Forensic science,Charlene Quigley,75
Bernhard High School,Fall-2019,9th-Grade,Family and Consumer Science,Interior design,Charlene Quigley,93
Bernhard High School,Fall-2019,9th-Grade,Foreign Language,Ancient Greek,Charlene Quigley,72
Bernhard High School,Fall-2019,10th-Grade,Vocational Education,Networking,Hillard Daugherty,77
Bernhard High School,Fall-2019,10th-Grade,Performing Arts,Choir,Hillard Daugherty,97
Bernhard High School,Fall-2019,10th-Grade,Social Studies,Human geography,Hillard Daugherty,83
Bernhard High School,Fall-2019,10th-Grade,Arts,AP Studio art (2-D design),Hillard Daugherty,92
Bernhard High School,Fall-2019,10th-Grade,Physical Education,Gymnastics,Hillard Daugherty,87
Bernhard High School,Fall-2019,10th-Grade,English,American literature,Verda Russel,80
Bernhard High School,Fall-2019,10th-Grade,Physical Education,Dance,Verda Russel,98
Bernhard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Web design,Verda Russel,83
Bernhard High School,Fall-2019,10th-Grade,Physical Education,Aerobics,Verda Russel,77
Bernhard High School,Fall-2019,10th-Grade,Vocational Education,Hospitality and tourism,Verda Russel,97
Bernhard High School,Fall-2019,10th-Grade,Vocational Education,Networking,Nora Stamm,92
