School,Semester,Grade,Subject,Class,Student Name,Score
Rau High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Animation,Katlyn Friesen,100
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Katlyn Friesen,0
Rau High School,Fall-2019,11th-Grade,Visual Arts,Sculpture,Katlyn Friesen,87
Rau High School,Fall-2019,11th-Grade,Science,Chemistry,Jadyn Corwin,86
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Jadyn Corwin,95
Rau High School,Fall-2019,11th-Grade,Physical Education,Health,Jadyn Corwin,87
Rau High School,Fall-2019,11th-Grade,History & Social Science,Math & Computer Science,Jadyn Corwin,93
Rau High School,Fall-2019,11th-Grade,English,American literature,Jadyn Corwin,72
Rau High School,Fall-2019,11th-Grade,Business,Introduction to business,Erick Mante,84
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Italian Language and Culture,Erick Mante,97
Rau High School,Fall-2019,11th-Grade,Science,Forensic science,Erick Mante,81
Rau High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Erick Mante,96
Rau High School,Fall-2019,11th-Grade,Arts,AP Art history,Erick Mante,94
Rau High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Izabella Lowe,79
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Izabella Lowe,92
Rau High School,Fall-2019,11th-Grade,Social Studies,Women’s studies,Izabella Lowe,70
Rau High School,Fall-2019,11th-Grade,Math,Pre-calculus,Izabella Lowe,83
Rau High School,Fall-2019,11th-Grade,Math,Multivariable calculus,Izabella Lowe,77
Rau High School,Fall-2019,11th-Grade,English,Popular literature,Emile Mante,85
Rau High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Graphic design,Emile Mante,86
Rau High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood education,Emile Mante,75
Rau High School,Fall-2019,11th-Grade,Vocational Education,Driver education,Emile Mante,74
Rau High School,Fall-2019,11th-Grade,Visual Arts,Digital media,Emile Mante,90
Rau High School,Fall-2019,11th-Grade,Family and Consumer Science,Chemistry of foods,Tia Predovic,95
Rau High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Tia Predovic,71
Rau High School,Fall-2019,11th-Grade,Social Studies,US history,Tia Predovic,73
Rau High School,Fall-2019,11th-Grade,Science,Electronics,Tia Predovic,84
Rau High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Tia Predovic,88
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Italian Language and Culture,Johnson Trantow,87
Rau High School,Fall-2019,11th-Grade,Vocational Education,Refrigeration fundamentals,Johnson Trantow,98
Rau High School,Fall-2019,11th-Grade,Visual Arts,Drawing,Johnson Trantow,87
Rau High School,Fall-2019,11th-Grade,History & Social Science,AP Computer Science Principles,Johnson Trantow,81
Rau High School,Fall-2019,11th-Grade,Science,Zoology,Johnson Trantow,76
Rau High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Warren DuBuque,74
Rau High School,Fall-2019,11th-Grade,History & Social Science,AP Computer Science A,Warren DuBuque,93
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP German Language and Culture,Warren DuBuque,0
Rau High School,Fall-2019,11th-Grade,Physical Education,Lifeguard training,Warren DuBuque,98
Rau High School,Fall-2019,11th-Grade,Foreign Language,Italian,Warren DuBuque,94
Rau High School,Fall-2019,11th-Grade,Physical Education,Aerobics,Kariane Stokes,95
Rau High School,Fall-2019,11th-Grade,English,World literature,Kariane Stokes,83
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Kariane Stokes,97
Rau High School,Fall-2019,11th-Grade,Business,Entrepreneurial skills,Kariane Stokes,99
Rau High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Kariane Stokes,97
Rau High School,Fall-2019,11th-Grade,Vocational Education,Hospitality and tourism,Delores Keeling,78
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Delores Keeling,91
Rau High School,Fall-2019,11th-Grade,English,Communication skills,Delores Keeling,90
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Delores Keeling,75
Rau High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Animation,Delores Keeling,92
Rau High School,Fall-2019,11th-Grade,Arts,AP Art history,Crawford Kiehn,97
Rau High School,Fall-2019,11th-Grade,Physical Education,Gymnastics,Crawford Kiehn,86
Rau High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Audio production,Crawford Kiehn,97
Rau High School,Fall-2019,11th-Grade,Social Studies,World religions,Crawford Kiehn,100
Rau High School,Fall-2019,11th-Grade,Arts,AP Music theory,Crawford Kiehn,83
Rau High School,Fall-2019,11th-Grade,English,World literature,Gabe Nienow,97
Rau High School,Fall-2019,11th-Grade,Performing Arts,Music theory,Gabe Nienow,97
Rau High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Gabe Nienow,72
Rau High School,Fall-2019,11th-Grade,Vocational Education,Criminal justice,Gabe Nienow,72
Rau High School,Fall-2019,11th-Grade,Arts,AP Music theory,Gabe Nienow,77
Rau High School,Fall-2019,11th-Grade,Social Studies,Psychology,Yazmin Howe,77
Rau High School,Fall-2019,11th-Grade,Arts,AP Studio art (2-D design),Yazmin Howe,89
Rau High School,Fall-2019,11th-Grade,Visual Arts,Ceramics,Yazmin Howe,89
Rau High School,Fall-2019,11th-Grade,Foreign Language,Spanish,Yazmin Howe,81
Rau High School,Fall-2019,11th-Grade,Performing Arts,Jazz band,Yazmin Howe,89
Rau High School,Fall-2019,11th-Grade,Visual Arts,Photography,Nina Lind,96
Rau High School,Fall-2019,11th-Grade,Arts,AP Music theory,Nina Lind,84
Rau High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Nina Lind,90
Rau High School,Fall-2019,11th-Grade,Business,Marketing,Nina Lind,77
Rau High School,Fall-2019,11th-Grade,English,Journalism,Nina Lind,72
Rau High School,Fall-2019,11th-Grade,Arts,AP Music theory,Brionna Connelly,89
Rau High School,Fall-2019,11th-Grade,Visual Arts,Film production,Brionna Connelly,85
Rau High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Audio production,Brionna Connelly,73
Rau High School,Fall-2019,11th-Grade,Physical Education,Dance,Brionna Connelly,95
Rau High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Brionna Connelly,77
Rau High School,Fall-2019,11th-Grade,Family and Consumer Science,Chemistry of foods,Eudora O'Kon,88
Rau High School,Fall-2019,11th-Grade,Social Studies,International relations,Eudora O'Kon,72
Rau High School,Fall-2019,11th-Grade,Business,Business management,Eudora O'Kon,88
Rau High School,Fall-2019,11th-Grade,Physical Education,Specialized sports,Eudora O'Kon,93
Rau High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Eudora O'Kon,93
Rau High School,Fall-2019,11th-Grade,Business,Business management,Eusebio Hauck,82
Rau High School,Fall-2019,11th-Grade,Foreign Language,German,Eusebio Hauck,88
Rau High School,Fall-2019,11th-Grade,Performing Arts,Orchestra,Eusebio Hauck,100
Rau High School,Fall-2019,11th-Grade,Performing Arts,Piano,Eusebio Hauck,77
Rau High School,Fall-2019,11th-Grade,Math,Fundamentals of math,Eusebio Hauck,96
Rau High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer programming,Lyda Kertzmann,89
Rau High School,Fall-2019,12th-Grade,Foreign Language,Spanish,Lyda Kertzmann,96
Rau High School,Fall-2019,12th-Grade,Physical Education,Lifeguard training,Lyda Kertzmann,93
Rau High School,Fall-2019,12th-Grade,English,Communication skills,Lyda Kertzmann,85
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Lyda Kertzmann,79
Rau High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Video game development,Felipa Borer,87
Rau High School,Fall-2019,12th-Grade,Social Studies,Psychology,Felipa Borer,79
Rau High School,Fall-2019,12th-Grade,Arts,AP Music theory,Felipa Borer,94
Rau High School,Fall-2019,12th-Grade,Sciences,AP Biology,Felipa Borer,84
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Felipa Borer,94
Rau High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Cara Boyer,87
Rau High School,Fall-2019,12th-Grade,Foreign Language,Japanese,Cara Boyer,81
Rau High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer repair,Cara Boyer,96
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Cara Boyer,71
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP United States History,Cara Boyer,77
Rau High School,Fall-2019,12th-Grade,Visual Arts,3-D art,Llewellyn Kling,77
Rau High School,Fall-2019,12th-Grade,English,Creative writing,Llewellyn Kling,88
Rau High School,Fall-2019,12th-Grade,Social Studies,Macroeconomics,Llewellyn Kling,90
Rau High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Llewellyn Kling,84
Rau High School,Fall-2019,12th-Grade,Family and Consumer Science,CPR training,Llewellyn Kling,78
Rau High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Pablo Tillman,94
Rau High School,Fall-2019,12th-Grade,Visual Arts,Painting,Pablo Tillman,75
Rau High School,Fall-2019,12th-Grade,Foreign Language,Russian,Pablo Tillman,83
Rau High School,Fall-2019,12th-Grade,Math,Pre-calculus,Pablo Tillman,100
Rau High School,Fall-2019,12th-Grade,English,Works of Shakespeare,Pablo Tillman,90
Rau High School,Fall-2019,12th-Grade,Math,Pre-calculus,Betsy Torp,88
Rau High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Betsy Torp,95
Rau High School,Fall-2019,12th-Grade,Science,Biology,Betsy Torp,82
Rau High School,Fall-2019,12th-Grade,Performing Arts,World music,Betsy Torp,78
Rau High School,Fall-2019,12th-Grade,Math,Computer math,Betsy Torp,91
Rau High School,Fall-2019,12th-Grade,Social Studies,World religions,Elmira Bogisich,93
Rau High School,Fall-2019,12th-Grade,Vocational Education,Computer-aided drafting,Elmira Bogisich,79
Rau High School,Fall-2019,12th-Grade,English,World literature,Elmira Bogisich,92
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Elmira Bogisich,84
Rau High School,Fall-2019,12th-Grade,Sciences,AP Biology,Elmira Bogisich,98
Rau High School,Fall-2019,12th-Grade,Vocational Education,Plumbing,Robin Kertzmann,84
Rau High School,Fall-2019,12th-Grade,Vocational Education,Computer-aided drafting,Robin Kertzmann,83
Rau High School,Fall-2019,12th-Grade,Business,Business law,Robin Kertzmann,80
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Robin Kertzmann,87
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP United States History,Robin Kertzmann,98
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Johathan Schinner,98
Rau High School,Fall-2019,12th-Grade,Physical Education,Swimming,Johathan Schinner,79
Rau High School,Fall-2019,12th-Grade,English,Works of Shakespeare,Johathan Schinner,88
Rau High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Johathan Schinner,88
Rau High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Johathan Schinner,81
Rau High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Raven King,98
Rau High School,Fall-2019,12th-Grade,Visual Arts,Drawing,Raven King,86
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Italian Language and Culture,Raven King,79
Rau High School,Fall-2019,12th-Grade,Foreign Language,Russian,Raven King,0
Rau High School,Fall-2019,12th-Grade,Vocational Education,Fire science,Raven King,74
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Harrison Rogahn,79
Rau High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Harrison Rogahn,75
Rau High School,Fall-2019,12th-Grade,Vocational Education,Fire science,Harrison Rogahn,76
Rau High School,Fall-2019,12th-Grade,Visual Arts,Sculpture,Harrison Rogahn,73
Rau High School,Fall-2019,12th-Grade,Business,Accounting,Harrison Rogahn,92
Rau High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Chase Cronin,98
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Chase Cronin,78
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Latin,Chase Cronin,85
Rau High School,Fall-2019,12th-Grade,Foreign Language,Italian,Chase Cronin,89
Rau High School,Fall-2019,12th-Grade,Science,Botany,Chase Cronin,97
Rau High School,Fall-2019,12th-Grade,Science,Agriculture,Virginie Kirlin,81
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Virginie Kirlin,75
Rau High School,Fall-2019,12th-Grade,Business,Accounting,Virginie Kirlin,80
Rau High School,Fall-2019,12th-Grade,Visual Arts,3-D art,Virginie Kirlin,90
Rau High School,Fall-2019,12th-Grade,English,Poetry,Virginie Kirlin,72
Rau High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Music production,Isabell Wunsch,92
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP United States History,Isabell Wunsch,73
Rau High School,Fall-2019,12th-Grade,Business,Consumer education,Isabell Wunsch,74
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Isabell Wunsch,84
Rau High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Isabell Wunsch,91
Rau High School,Fall-2019,12th-Grade,Sciences,AP Environmental Science,Jerrold Rolfson,81
Rau High School,Fall-2019,12th-Grade,Physical Education,Health,Jerrold Rolfson,96
Rau High School,Fall-2019,12th-Grade,Family and Consumer Science,Culinary arts,Jerrold Rolfson,85
Rau High School,Fall-2019,12th-Grade,Business,Consumer education,Jerrold Rolfson,93
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Jerrold Rolfson,87
Rau High School,Fall-2019,12th-Grade,Performing Arts,Guitar,Pansy Tremblay,70
Rau High School,Fall-2019,12th-Grade,Physical Education,Weight training,Pansy Tremblay,87
Rau High School,Fall-2019,12th-Grade,Physical Education,Gymnastics,Pansy Tremblay,80
Rau High School,Fall-2019,12th-Grade,Vocational Education,Woodworking,Pansy Tremblay,84
Rau High School,Fall-2019,12th-Grade,Foreign Language,Chinese,Pansy Tremblay,83
Rau High School,Fall-2019,12th-Grade,Vocational Education,FFA (Future Farmers of America),Avery Jerde,71
Rau High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Avery Jerde,74
Rau High School,Fall-2019,12th-Grade,Social Studies,Psychology,Avery Jerde,77
Rau High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer repair,Avery Jerde,0
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP French Language and Culture,Avery Jerde,96
Rau High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Augustine Hirthe,90
Rau High School,Fall-2019,12th-Grade,Math,Probability,Augustine Hirthe,79
Rau High School,Fall-2019,12th-Grade,Vocational Education,Woodworking,Augustine Hirthe,72
Rau High School,Fall-2019,12th-Grade,Performing Arts,Guitar,Augustine Hirthe,71
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Augustine Hirthe,85
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus AB,Ivy Stanton,95
Rau High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Ivy Stanton,78
Rau High School,Fall-2019,12th-Grade,Visual Arts,Jewelry design,Ivy Stanton,88
Rau High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer programming,Ivy Stanton,81
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP Microeconomics,Ivy Stanton,71
Rau High School,Fall-2019,12th-Grade,Foreign Language,Spanish,Austen Graham,91
Rau High School,Fall-2019,12th-Grade,Family and Consumer Science,CPR training,Austen Graham,99
Rau High School,Fall-2019,12th-Grade,Vocational Education,Hospitality and tourism,Austen Graham,89
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Austen Graham,75
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP Statistics,Austen Graham,98
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Toby Rath,99
Rau High School,Fall-2019,12th-Grade,Science,Forensic science,Toby Rath,94
Rau High School,Fall-2019,12th-Grade,Math,Practical math,Toby Rath,83
Rau High School,Fall-2019,12th-Grade,Math,Fundamentals of math,Toby Rath,71
Rau High School,Fall-2019,12th-Grade,Foreign Language,Latin,Toby Rath,73
Rau High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus BC,Cydney O'Kon,88
Rau High School,Fall-2019,12th-Grade,Science,Astronomy,Cydney O'Kon,95
Rau High School,Fall-2019,12th-Grade,Social Studies,Modern world studies,Cydney O'Kon,0
Rau High School,Fall-2019,12th-Grade,Physical Education,Gymnastics,Cydney O'Kon,95
Rau High School,Fall-2019,12th-Grade,Math,Pre-calculus,Cydney O'Kon,90
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Italian Language and Culture,Audra Pouros,86
Rau High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Audra Pouros,96
